2023-02-11 08:00:00	11200.0	4.83
2023-02-11 09:00:00	11300.0	4.8
2023-02-11 10:00:00	11400.0	4.77
2023-02-11 11:00:00	11400.0	4.76
2023-02-11 12:00:00	11600.0	4.72
2023-02-11 13:00:00	11700.0	4.68
2023-02-11 14:00:00	11800.0	4.66
2023-02-11 15:00:00	11600.0	4.67
2023-02-11 16:00:00	11200.0	4.79
2023-02-11 17:00:00	10900.0	4.88
2023-02-11 18:00:00	10800.0	4.93
2023-02-11 19:00:00	11200.0	4.89
2023-02-11 20:00:00	11700.0	4.86
2023-02-11 21:00:00	11700.0	4.86
2023-02-11 22:00:00	11900.0	4.82
2023-02-11 23:00:00	12000.0	4.81
2023-02-12 00:00:00	12000.0	4.8
2023-02-12 01:00:00	12100.0	4.77
2023-02-12 02:00:00	12200.0	4.76
2023-02-12 03:00:00	12100.0	4.78
2023-02-12 04:00:00	11800.0	4.91
2023-02-12 05:00:00	11300.0	5.03
2023-02-12 06:00:00	11300.0	5.09
2023-02-12 07:00:00	11800.0	5.06
