2023-02-09 08:00:00	22.3	null
2023-02-09 09:00:00	22.36	null
2023-02-09 10:00:00	22.34	null
2023-02-09 11:00:00	22.44	null
2023-02-09 12:00:00	22.42	null
2023-02-09 13:00:00	22.41	null
2023-02-09 14:00:00	22.41	null
2023-02-09 15:00:00	22.45	null
2023-02-09 16:00:00	22.48	null
2023-02-09 17:00:00	22.49	null
2023-02-09 18:00:00	22.32	null
2023-02-09 19:00:00	22.42	null
2023-02-09 20:00:00	22.32	null
2023-02-09 21:00:00	22.28	null
2023-02-09 22:00:00	22.61	null
2023-02-09 23:00:00	22.44	null
2023-02-10 00:00:00	22.51	null
2023-02-10 01:00:00	22.53	null
2023-02-10 02:00:00	22.69	null
2023-02-10 03:00:00	22.67	null
2023-02-10 04:00:00	22.8	null
2023-02-10 05:00:00	22.88	null
2023-02-10 06:00:00	22.99	null
2023-02-10 07:00:00	23.06	null
