2023-02-14 08:00:00	9980.0	9.09
2023-02-14 09:00:00	9970.0	9.1
2023-02-14 10:00:00	9970.0	9.11
2023-02-14 11:00:00	9980.0	9.12
2023-02-14 12:00:00	9980.0	9.13
2023-02-14 13:00:00	9990.0	9.14
2023-02-14 14:00:00	10010.0	9.15
2023-02-14 15:00:00	10000.0	9.16
2023-02-14 16:00:00	10000.0	9.16
2023-02-14 17:00:00	10000.0	9.17
2023-02-14 18:00:00	10000.0	9.18
2023-02-14 19:00:00	10000.0	9.19
2023-02-14 20:00:00	10000.0	9.19
2023-02-14 21:00:00	10000.0	9.2
2023-02-14 22:00:00	10100.0	9.21
2023-02-14 23:00:00	10100.0	9.22
2023-02-15 00:00:00	10100.0	9.22
2023-02-15 01:00:00	10100.0	9.23
2023-02-15 02:00:00	10100.0	9.24
2023-02-15 03:00:00	10100.0	9.24
2023-02-15 04:00:00	10100.0	9.25
2023-02-15 05:00:00	10100.0	9.27
2023-02-15 06:00:00	10100.0	9.27
2023-02-15 07:00:00	10100.0	9.28
