2023-02-14 08:00:00	13800.0	5.39
2023-02-14 09:00:00	14000.0	5.39
2023-02-14 10:00:00	14200.0	5.37
2023-02-14 11:00:00	14300.0	5.36
2023-02-14 12:00:00	14300.0	5.36
2023-02-14 13:00:00	14400.0	5.34
2023-02-14 14:00:00	14400.0	5.34
2023-02-14 15:00:00	14400.0	5.34
2023-02-14 16:00:00	14600.0	5.29
2023-02-14 17:00:00	14600.0	5.29
2023-02-14 18:00:00	14500.0	5.33
2023-02-14 19:00:00	14400.0	5.39
2023-02-14 20:00:00	14300.0	5.43
2023-02-14 21:00:00	14400.0	5.43
2023-02-14 22:00:00	14600.0	5.44
2023-02-14 23:00:00	14700.0	5.43
2023-02-15 00:00:00	14800.0	5.42
2023-02-15 01:00:00	14800.0	5.42
2023-02-15 02:00:00	14800.0	5.4
2023-02-15 03:00:00	14900.0	5.39
2023-02-15 04:00:00	15000.0	5.37
2023-02-15 05:00:00	15000.0	5.36
2023-02-15 06:00:00	14900.0	5.37
2023-02-15 07:00:00	14800.0	5.4
