2023-02-13 08:00:00	22.42	null
2023-02-13 09:00:00	22.48	null
2023-02-13 10:00:00	22.5	null
2023-02-13 11:00:00	22.23	null
2023-02-13 12:00:00	22.53	null
2023-02-13 13:00:00	22.48	null
2023-02-13 14:00:00	22.45	null
2023-02-13 15:00:00	22.3	null
2023-02-13 16:00:00	22.35	null
2023-02-13 17:00:00	22.28	null
2023-02-13 18:00:00	22.21	null
2023-02-13 19:00:00	22.16	null
2023-02-13 20:00:00	22.14	null
2023-02-13 21:00:00	22.1	null
2023-02-13 22:00:00	22.4	null
2023-02-13 23:00:00	22.29	null
2023-02-14 00:00:00	22.34	null
2023-02-14 01:00:00	22.41	null
2023-02-14 02:00:00	null	null
2023-02-14 03:00:00	22.6	null
2023-02-14 04:00:00	22.69	null
2023-02-14 05:00:00	22.77	null
2023-02-14 06:00:00	22.85	null
2023-02-14 07:00:00	22.91	null
